,field,key,dateExport,historyId,dateCreated,page,fieldtype,fieldId,from,fromString,to,toString,tmpFromAccountId,tmpToAccountId
0,Rank,ECOM-5025,2023-12-27,1188057,2023-12-11T14:24:44.328+0200,0,custom,customfield_10019,,,,Ranked higher,,
0,Sprint,ECOM-5025,2023-12-27,1207880,2023-12-26T03:27:03.994+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,description,ECOM-5022,2023-12-27,1183140,2023-12-06T21:26:31.389+0200,0,jira,description,,,,"Store - [https://www.shop.netcostmarket.com/|https://www.shop.netcostmarket.com/|smart-link] 

When customers enter a weight manually on’s front end, the numbers are inputted on the wrong side of the number. Please see the screenshots attached to visualize the issue.

!image-20231206-192502.png|width=1917,height=1079!

!image-20231206-192508.png|width=1918,height=1084!



 ",,
0,Project/Client,ECOM-5022,2023-12-27,1183141,2023-12-06T21:38:43.799+0200,0,custom,customfield_10055,,,10083,NetCost,,
0,RemoteIssueLink,ECOM-5022,2023-12-27,1184738,2023-12-07T16:10:34.111+0200,0,jira,,,,18570,"This issue links to ""Page (Confluence)""",,
0,description,ECOM-5022,2023-12-27,1184794,2023-12-07T20:48:46.502+0200,0,jira,description,,"Store - [https://www.shop.netcostmarket.com/|https://www.shop.netcostmarket.com/|smart-link] 

When customers enter a weight manually on’s front end, the numbers are inputted on the wrong side of the number. Please see the screenshots attached to visualize the issue.

!image-20231206-192502.png|width=1917,height=1079!

!image-20231206-192508.png|width=1918,height=1084!



 ",,"Store - [https://www.shop.netcostmarket.com/|https://www.shop.netcostmarket.com/|smart-link] 

When customers enter a weight manually on’s front end, the numbers are inputted on the wrong side of the number. Please see the screenshots attached to visualize the issue.

!image-20231206-192502.png|width=1917,height=1079!

!image-20231206-192508.png|width=1918,height=1084!



 

!Fresh Fish _ NetCost - Google Chrome 2023-12-06 16-53-03.mp4|width=1920,height=1160!",,
0,assignee,ECOM-5022,2023-12-27,1187770,2023-12-11T11:47:00.342+0200,0,jira,assignee,,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea,Long Diep,,712020:ac60f76c-33de-4954-aaac-e67fee70cdea
0,project,ECOM-5022,2023-12-27,1187771,2023-12-11T11:47:23.522+0200,0,jira,project,10001,stor.ai development (Self-Point),10050,E-Commerce ,,
1,Key,ECOM-5022,2023-12-27,1187771,2023-12-11T11:47:23.522+0200,0,jira,,,SP-24847,,ECOM-5022,,
0,Sprint,ECOM-5022,2023-12-27,1187772,2023-12-11T11:47:37.410+0200,0,custom,customfield_10018,,,664,ECOM Dragon Sprint 27,,
0,Rank,ECOM-5022,2023-12-27,1188093,2023-12-11T14:52:57.359+0200,0,custom,customfield_10019,,,,Ranked higher,,
0,timeestimate,ECOM-5022,2023-12-27,1188155,2023-12-11T15:40:35.966+0200,0,jira,timeestimate,,,43200,43200,,
1,timeoriginalestimate,ECOM-5022,2023-12-27,1188155,2023-12-11T15:40:35.966+0200,0,jira,timeoriginalestimate,,,43200,43200,,
0,status,ECOM-5022,2023-12-27,1192732,2023-12-14T03:59:56.007+0200,0,jira,status,10000,To Do,3,In Progress,,
0,timeestimate,ECOM-5022,2023-12-27,1193225,2023-12-14T06:44:45.462+0200,0,jira,timeestimate,43200,43200,34200,34200,,
1,timespent,ECOM-5022,2023-12-27,1193225,2023-12-14T06:44:45.462+0200,0,jira,timespent,,,9000,9000,,
2,WorklogId,ECOM-5022,2023-12-27,1193225,2023-12-14T06:44:45.462+0200,0,jira,,,,113148,113148,,
0,status,ECOM-5022,2023-12-27,1193236,2023-12-14T06:47:21.845+0200,0,jira,status,3,In Progress,10046,READY FOR QA,,
0,RemoteIssueLink,ECOM-5022,2023-12-27,1194510,2023-12-15T06:45:26.564+0200,0,jira,,,,18787,"This issue links to ""Page (Confluence)""",,
0,status,ECOM-5022,2023-12-27,1194574,2023-12-15T09:04:05.106+0200,0,jira,status,10046,READY FOR QA,10047,QA IN PROGRESS,,
0,resolution,ECOM-5022,2023-12-27,1194837,2023-12-15T11:23:18.240+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5022,2023-12-27,1194837,2023-12-15T11:23:18.240+0200,0,jira,status,10047,QA IN PROGRESS,10050,READY FOR DEPLOYMENT,,
0,timeestimate,ECOM-5022,2023-12-27,1194843,2023-12-15T11:26:48.043+0200,0,jira,timeestimate,34200,34200,25200,25200,,
1,timespent,ECOM-5022,2023-12-27,1194843,2023-12-15T11:26:48.043+0200,0,jira,timespent,9000,9000,18000,18000,,
2,WorklogId,ECOM-5022,2023-12-27,1194843,2023-12-15T11:26:48.043+0200,0,jira,,,,113240,113240,,
0,Sprint,ECOM-5022,2023-12-27,1207893,2023-12-26T03:27:05.554+0200,0,custom,customfield_10018,664,ECOM Dragon Sprint 27,"664, 666","ECOM Dragon Sprint 27, ECOM Dragon Sprint 28",,
0,IssueParentAssociation,ECOM-5015,2023-12-27,1187611,2023-12-11T11:20:44.302+0200,0,jira,,,,95615,ECOM-4600,,
0,Parent,ECOM-5015,2023-12-27,1187612,2023-12-11T11:20:44.361+0200,0,jira,,,,95615,ECOM-4600,,
0,assignee,ECOM-5015,2023-12-27,1187616,2023-12-11T11:21:00.531+0200,0,jira,assignee,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,summary,ECOM-5015,2023-12-27,1196113,2023-12-18T05:43:27.908+0200,0,jira,summary,,[QA] SOW_Tiv Taam - Loyalty Enhancement consolidate Epic - Test Execution,,[QA] [Back Office]SOW_Tiv Taam - Loyalty Enhancement consolidate Epic - Test Execution,,
0,description,ECOM-5015,2023-12-27,1196183,2023-12-18T05:50:17.729+0200,0,jira,description,,,,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,
0,status,ECOM-5015,2023-12-27,1196209,2023-12-18T06:02:24.684+0200,0,jira,status,10000,To Do,10047,QA IN PROGRESS,,
0,description,ECOM-5015,2023-12-27,1196454,2023-12-18T09:39:08.544+0200,0,jira,description,,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section : {color:#ff991f}Failed ECOM-5096{color}
** Verify reset to default text work well in both Hebrew and English {color:#ff991f}: Failed ECOM-5146{color}
** verify buttons work well : Passed
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,
0,description,ECOM-5015,2023-12-27,1196474,2023-12-18T09:48:50.563+0200,0,jira,description,,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section : {color:#ff991f}Failed ECOM-5096{color}
** Verify reset to default text work well in both Hebrew and English {color:#ff991f}: Failed ECOM-5146{color}
** verify buttons work well : Passed
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully: disable/ enable
** Check translation in whole “Monthly spending -text “ section : {color:#ff991f}Failed ECOM-5096{color}
** Verify reset to default text work well in both Hebrew and English {color:#ff991f}: Failed ECOM-5146{color}
** verify buttons work well : Passed
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,
0,description,ECOM-5015,2023-12-27,1196601,2023-12-18T10:27:44.057+0200,0,jira,description,,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully: disable/ enable
** Check translation in whole “Monthly spending -text “ section : {color:#ff991f}Failed ECOM-5096{color}
** Verify reset to default text work well in both Hebrew and English {color:#ff991f}: Failed ECOM-5146{color}
** verify buttons work well : Passed
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,"* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully: enable/disable
** Check translation in whole “Monthly spending -text “ section : {color:#ff991f}Failed ECOM-5096{color}
** Verify reset to default text work well in both Hebrew and English {color:#ff991f}: Failed ECOM-5146{color}
** verify buttons work well : Passed
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” ",,
0,resolution,ECOM-5015,2023-12-27,1196848,2023-12-18T11:05:58.093+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5015,2023-12-27,1196848,2023-12-18T11:05:58.093+0200,0,jira,status,10047,QA IN PROGRESS,10001,Done,,
0,timeestimate,ECOM-5015,2023-12-27,1196869,2023-12-18T11:10:31.002+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5015,2023-12-27,1196869,2023-12-18T11:10:31.002+0200,0,jira,timespent,,,10800,10800,,
2,WorklogId,ECOM-5015,2023-12-27,1196869,2023-12-18T11:10:31.002+0200,0,jira,,,,113336,113336,,
0,timeoriginalestimate,ECOM-5015,2023-12-27,1196871,2023-12-18T11:10:39.207+0200,0,jira,timeoriginalestimate,,,10800,10800,,
0,IssueParentAssociation,ECOM-5014,2023-12-27,1187607,2023-12-11T11:20:36.130+0200,0,jira,,,,95615,ECOM-4600,,
0,Parent,ECOM-5014,2023-12-27,1187608,2023-12-11T11:20:36.202+0200,0,jira,,,,95615,ECOM-4600,,
0,assignee,ECOM-5014,2023-12-27,1187613,2023-12-11T11:20:52.170+0200,0,jira,assignee,,,712020:e076303b-e72c-415b-a842-48b51f0d58db,Gam Do,,712020:e076303b-e72c-415b-a842-48b51f0d58db
0,status,ECOM-5014,2023-12-27,1194955,2023-12-15T12:18:23.780+0200,0,jira,status,10000,To Do,10047,QA IN PROGRESS,,
0,description,ECOM-5014,2023-12-27,1196017,2023-12-18T04:54:02.292+0200,0,jira,description,,,,"Test scenario

* Back office:
** verify setting ..
* Front end:
** Brutah:
** Kikar
* Mobile:
* ",,
0,description,ECOM-5014,2023-12-27,1196096,2023-12-18T05:27:27.512+0200,0,jira,description,,"Test scenario

* Back office:
** verify setting ..
* Front end:
** Brutah:
** Kikar
* Mobile:
* ",,"Test scenario

* Back office:
** verify setting  “Monthly spending -text 
* Front end:
** Brutah:
**#  Check loyalty member, barcode is displayed at External Service popup component.
**#* Check the source of barcode is correct: check the barcode length??
**#* Check display position
**#* Check translation
**#  For non-loyalty member:
**## check the shape is oriented shape
**## the sentence can be edit
** Kikar
* Mobile:
* ",,
0,description,ECOM-5014,2023-12-27,1196106,2023-12-18T05:38:03.222+0200,0,jira,description,,"Test scenario

* Back office:
** verify setting  “Monthly spending -text 
* Front end:
** Brutah:
**#  Check loyalty member, barcode is displayed at External Service popup component.
**#* Check the source of barcode is correct: check the barcode length??
**#* Check display position
**#* Check translation
**#  For non-loyalty member:
**## check the shape is oriented shape
**## the sentence can be edit
** Kikar
* Mobile:
* ",,"*Test scenario*

* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” 
* Front end:
** Brutah:
**#  Check *loyalty member*, barcode is displayed at External Service popup component:
**## Check the source of barcode is correct: check the barcode length??
**## Check display position
**## Check translation
**#  For *non-loyalty member*, check display from front end:
**## check the shape is oriented shape
**## the sentence can be edit
**## Drag the icon from zero to max
** Kikar
***  Check *loyalty member*, barcode is displayed at External Service popup component:
***# Check the source of barcode is correct: check the barcode length??
***# Check display position
***# Check translation
***  For *non-loyalty member*, check display from front end:
***# check the shape is oriented shape
***# the sentence can be edit
***# Drag the icon from zero to max
* Mobile:
**  Check *loyalty member*, barcode is displayed at External Service popup component.
**# Check the source of barcode is correct: check the barcode length??
**# Check display position
**# Check translation
**  For *non-loyalty member*, check display from front end:
**# check the shape is oriented shape
**# the sentence can be edit
**# Drag the icon from zero to max",,
0,resolution,ECOM-5014,2023-12-27,1196108,2023-12-18T05:40:55.687+0200,0,jira,resolution,,,10000,Done,,
1,status,ECOM-5014,2023-12-27,1196108,2023-12-18T05:40:55.687+0200,0,jira,status,10047,QA IN PROGRESS,10001,Done,,
0,timeestimate,ECOM-5014,2023-12-27,1196109,2023-12-18T05:41:40.746+0200,0,jira,timeestimate,,,0,0,,
1,timespent,ECOM-5014,2023-12-27,1196109,2023-12-18T05:41:40.746+0200,0,jira,timespent,,,7200,7200,,
2,WorklogId,ECOM-5014,2023-12-27,1196109,2023-12-18T05:41:40.746+0200,0,jira,,,,113296,113296,,
0,Link,ECOM-5014,2023-12-27,1196112,2023-12-18T05:42:37.673+0200,0,jira,,,,ECOM-5096,This issue is blocked by ECOM-5096,,
0,description,ECOM-5014,2023-12-27,1196120,2023-12-18T05:44:16.175+0200,0,jira,description,,"*Test scenario*

* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” 
* Front end:
** Brutah:
**#  Check *loyalty member*, barcode is displayed at External Service popup component:
**## Check the source of barcode is correct: check the barcode length??
**## Check display position
**## Check translation
**#  For *non-loyalty member*, check display from front end:
**## check the shape is oriented shape
**## the sentence can be edit
**## Drag the icon from zero to max
** Kikar
***  Check *loyalty member*, barcode is displayed at External Service popup component:
***# Check the source of barcode is correct: check the barcode length??
***# Check display position
***# Check translation
***  For *non-loyalty member*, check display from front end:
***# check the shape is oriented shape
***# the sentence can be edit
***# Drag the icon from zero to max
* Mobile:
**  Check *loyalty member*, barcode is displayed at External Service popup component.
**# Check the source of barcode is correct: check the barcode length??
**# Check display position
**# Check translation
**  For *non-loyalty member*, check display from front end:
**# check the shape is oriented shape
**# the sentence can be edit
**# Drag the icon from zero to max",,"*Test scenario*

* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” 
* Front end:
** Prutah:
**#  Check *loyalty member*, barcode is displayed at External Service popup component:
**## Check the source of barcode is correct: check the barcode length??
**## Check display position
**## Check translation
**#  For *non-loyalty member*, check display from front end:
**## check the shape is oriented shape
**## the sentence can be edit
**## Drag the icon from zero to max
** Kikar
***  Check *loyalty member*, barcode is displayed at External Service popup component:
***# Check the source of barcode is correct: check the barcode length??
***# Check display position
***# Check translation
***  For *non-loyalty member*, check display from front end:
***# check the shape is oriented shape
***# the sentence can be edit
***# Drag the icon from zero to max
* Mobile:
**  Check *loyalty member*, barcode is displayed at External Service popup component.
**# Check the source of barcode is correct: check the barcode length??
**# Check display position
**# Check translation
**  For *non-loyalty member*, check display from front end:
**# check the shape is oriented shape
**# the sentence can be edit
**# Drag the icon from zero to max",,
0,description,ECOM-5014,2023-12-27,1196346,2023-12-18T08:24:03.633+0200,0,jira,description,,"*Test scenario*

* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” 
* Front end:
** Prutah:
**#  Check *loyalty member*, barcode is displayed at External Service popup component:
**## Check the source of barcode is correct: check the barcode length??
**## Check display position
**## Check translation
**#  For *non-loyalty member*, check display from front end:
**## check the shape is oriented shape
**## the sentence can be edit
**## Drag the icon from zero to max
** Kikar
***  Check *loyalty member*, barcode is displayed at External Service popup component:
***# Check the source of barcode is correct: check the barcode length??
***# Check display position
***# Check translation
***  For *non-loyalty member*, check display from front end:
***# check the shape is oriented shape
***# the sentence can be edit
***# Drag the icon from zero to max
* Mobile:
**  Check *loyalty member*, barcode is displayed at External Service popup component.
**# Check the source of barcode is correct: check the barcode length??
**# Check display position
**# Check translation
**  For *non-loyalty member*, check display from front end:
**# check the shape is oriented shape
**# the sentence can be edit
**# Drag the icon from zero to max",,"*Test scenario*

* Back office:
** Verify setting  “Monthly spending -text “ can be saved to DB successfully.
** Check translation in whole “Monthly spending -text “ section
** Verify reset to default text work well in both Hebrew and English
** verify buttons work well in both Hebrew and English
***  “Add spending amount” 
*** “ Add club points amount “
*** “Add club points name” 
* Front end:
** Prutah:
**#  Check *loyalty member*, barcode is displayed at External Service popup component:
**## Check the source of barcode is correct: check the barcode length?? → barcode is club number
**## Check display position
**## Check translation
**#  For *non-loyalty member*, check display from front end:
**## check the shape is oriented shape
**## the sentence can be edit
**## Drag the icon from zero to max
** Kikar
***  Check *loyalty member*, barcode is displayed at External Service popup component:
***# Check the source of barcode is correct: check the barcode length??
***# Check display position
***# Check translation
***  For *non-loyalty member*, check display from front end:
***# check the shape is oriented shape
***# the sentence can be edit
***# Drag the icon from zero to max
* Mobile:
**  Check *loyalty member*, barcode is displayed at External Service popup component.
**# Check the source of barcode is correct: check the barcode length??
**# Check display position
**# Check translation
**  For *non-loyalty member*, check display from front end:
**# check the shape is oriented shape
**# the sentence can be edit
**# Drag the icon from zero to max",,
